rental_id,listing_state,vehicle_type,is_motorized,vehicle_make,vehicle_model,vehicle_year,vehicle_length,cancellation_policy,sleeps,is_festival_friendly,is_tailgate_friendly,is_pet_friendly,has_toilet,has_generator,has_inside_shower,has_refrigerator,has_wifi
26732122445040,FL,trailer,FALSE,Forest River,Other,2021,20 - 25,moderate,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
26734092414960,MD,trailer,FALSE,Forest River,Wildwood X-Lite,2017,30 - 35,flexible,10,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
26740864186560,SC,a,TRUE,Thor Motor Coach,Windsport,2018,35 - 40,flexible,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26743819141440,AZ,a,TRUE,Tiffin Motorhomes,Phaeton,2007,>= 40,moderate,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26746774096320,NV,camper-van,TRUE,Ford,E150 Chariot Hi-Top Conversion,2005,15 - 20,moderate,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26748005327520,WA,b,TRUE,Winnebago,Solis,2021,20 - 25,,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26753053375440,CA,camper-van,TRUE,Mercedes-Benz,Sprinter 170,2020,20 - 25,moderate,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
26758347669600,UT,b,TRUE,Other,Other,2010,20 - 25,flexible,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
26759209531440,AZ,c,TRUE,Gulf Stream,Conquest,2021,20 - 25,moderate,5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26761425747600,BC,c,TRUE,Ford Winnebago,Spirit,2017,30 - 35,moderate,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26762656978800,OR,c,TRUE,Itasca,Spirit,2014,20 - 25,flexible,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26763641963760,MO,trailer,FALSE,Escapade,Ridge,2018,15 - 20,moderate,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26767212534240,VA,c,TRUE,Forest River,Sunseeker,2013,30 - 35,flexible,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26768197519200,CA,trailer,FALSE,Coleman,Other,2017,20 - 25,flexible,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
26769921242880,TN,c,TRUE,Forest River,Sunseeker,2021,25 - 30,strict,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26772260582160,SC,trailer,FALSE,Forest River,R-Pod,2018,20 - 25,flexible,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26796023344320,CA,camper-van,TRUE,Mercedes-Benz,Sprinter,2021,20 - 25,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26797500821760,MO,trailer,FALSE,Forest River,Salem,2020,30 - 35,flexible,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
26798239560480,AZ,camper-van,TRUE,Ram,Ram ProMaster 2500,2021,20 - 25,flexible,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
26801933254080,CA,trailer,FALSE,Forest River,Wildwood X-Lite,2018,25 - 30,moderate,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
26805996317040,AL,c,TRUE,Winnebago,Minnie Winnie,2018,30 - 35,flexible,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26807843163840,CA,c,TRUE,Jayco,Redhawk,2020,25 - 30,moderate,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26824587908160,FL,c,TRUE,Thor Motor Coach,Chateau,2018,30 - 35,strict,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26825326646880,CA,camper-van,TRUE,Mercedes-Benz,Sprinter,2014,25 - 30,flexible,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
26825449770000,FL,b,TRUE,Winnebago,Era,2013,20 - 25,moderate,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26828158478640,FL,trailer,FALSE,Forest River,Flagstaff,2020,15 - 20,flexible,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26829635956080,CA,a,TRUE,Thor Motor Coach,Hurricane,2021,35 - 40,strict,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26830251571680,MN,trailer,FALSE,Jayco,Jay Feather,2005,25 - 30,moderate,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26831729049120,NV,trailer,FALSE,Jayco,Jay Flight,2020,15 - 20,moderate,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26837146466400,NV,camper-van,TRUE,Dodge,Grand Caravan,2019,15 - 20,,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26838008328240,KY,c,TRUE,Jayco,Greyhawk,2019,30 - 35,flexible,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26855861180640,CA,c,TRUE,Winnebago,Minnie Winnie,2021,20 - 25,moderate,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26857092411840,FL,trailer,FALSE,Crossroads,Zinger,2021,15 - 20,flexible,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
26862263582880,VA,b,TRUE,Ultimate Toys,Ultimate Limo,2021,20 - 25,moderate,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
26863125444720,CA,b,TRUE,Ford,Econoline,1999,15 - 20,flexible,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
26876668987920,CA,trailer,FALSE,TINYC,Teardrop,2021,10 - 15,flexible,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26878638957840,ID,trailer,FALSE,Forest River,Evo,2021,25 - 30,flexible,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26880362681520,WA,c,TRUE,Thor Motor Coach,Freedom Elite,2021,20 - 25,moderate,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26881717035840,CA,camper-van,TRUE,Chevrolet,Other,1995,10 - 15,flexible,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
26884056375120,CO,c,TRUE,Thor Motor Coach,Four Winds,2017,20 - 25,custom,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
26886641960640,WA,c,TRUE,Sunset Creek,Mecerdes sprinter,2018,25 - 30,flexible,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26894275594080,WI,trailer,FALSE,Jayco,Jay Feather Ultra Lite,2012,15 - 20,flexible,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26894398717200,UT,c,TRUE,,,2019,0 - 5,flexible,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26897969287680,AK,c,TRUE,Fleetwood,Tioga,2005,30 - 35,flexible,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26898708026400,FL,c,TRUE,Jayco,Greyhawk,2017,30 - 35,moderate,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26907326644800,TX,trailer,FALSE,Venture Rv,Sporttrek,2021,35 - 40,moderate,8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
26911389707760,MA,c,TRUE,Jayco,Greyhawk,2019,30 - 35,moderate,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26911512830880,FL,c,TRUE,Thor Motor Coach,Four Winds Five Thousand,2007,30 - 35,moderate,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
26919762079920,CA,trailer,FALSE,Forest River,Cherokee Grey Wolf,2021,20 - 25,flexible,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26920870188000,MD,c,TRUE,Thor Motor Coach,Other,2018,25 - 30,moderate,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26931705022560,BC,b,TRUE,Dodge,Sprinter Van,2006,15 - 20,flexible,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
26938230547920,CO,c,TRUE,Thor Motor Coach,Chateau,2021,30 - 35,strict,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26938969286640,AB,camper-van,TRUE,Chevrolet,20,1985,15 - 20,flexible,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26944263580800,MI,trailer,FALSE,Dutchmen,Coleman,2021,35 - 40,moderate,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
26947464781920,NE,trailer,FALSE,Coachmen,Catalina,2020,25 - 30,moderate,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
26951281598640,WA,c,TRUE,Dutchmen,Dutchmen,2006,30 - 35,moderate,8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26956822139040,SC,c,TRUE,Entegra Coach,Other,2021,35 - 40,moderate,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26961870186960,AZ,camper-van,TRUE,Other,Other,2021,20 - 25,moderate,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
26962978295040,UT,folding-trailer,FALSE,Coleman,Evolution,2011,15 - 20,strict,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
26975659976400,AZ,c,TRUE,Tiffin Motorhomes,Wayfarer,2020,30 - 35,moderate,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26979230546880,WA,camper-van,TRUE,Ford,Other,2010,10 - 15,moderate,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26986248564720,TN,c,TRUE,Chevrolet,Four Winds Dutchmen,2005,30 - 35,strict,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26991665982000,NY,fifth-wheel,FALSE,Keystone,Sydney,2014,35 - 40,strict,9,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
27002008324080,CA,camper-van,TRUE,Other,Other,2020,10 - 15,flexible,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
27016783098480,CA,b,TRUE,Other,Other,2020,20 - 25,moderate,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
27022939254480,UT,trailer,FALSE,Dutchmen,Kodiak,2021,20 - 25,flexible,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27024539855040,CO,b,TRUE,Dodge,Ram Promaster 2500 159 WB,2021,15 - 20,flexible,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
27048302617200,CA,trailer,FALSE,Other,Other,2021,15 - 20,moderate,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
27054458773200,FL,trailer,FALSE,Heartland,Pioneer,2019,35 - 40,flexible,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27067509823920,AZ,trailer,FALSE,Jayco,White Hawk,2021,25 - 30,flexible,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27077359673520,SC,a,TRUE,Forest River,Berkshire,2017,35 - 40,moderate,8,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27090287601120,CA,c,TRUE,jayco,Greyhawk,2021,25 - 30,flexible,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27091641955440,AK,truck-camper,FALSE,Other,Other,2000,15 - 20,moderate,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27093488802240,MN,folding-trailer,FALSE,Fleetwood,Other,1997,20 - 25,flexible,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
27099029342640,VA,trailer,FALSE,Forest River,Salem,2021,20 - 25,flexible,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27101861174400,CA,camper-van,TRUE,Mercedes-Benz,Sprinter,2020,15 - 20,flexible,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
27105554868000,TX,trailer,FALSE,Keystone,Outback,2018,30 - 35,flexible,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27114912225120,TX,trailer,FALSE,Riverside Rv,257 RKS Intrepid,2020,25 - 30,flexible,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27119714026800,CA,b,TRUE,Winnebago,Solis,2021,15 - 20,strict,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27128825137680,IA,b,TRUE,Winnebago,Era,2016,20 - 25,moderate,3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
27130671984480,NV,a,TRUE,Fleetwood,Bounder,1998,35 - 40,moderate,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27133011323760,WA,camper-van,TRUE,Winnebago,Revel,2019,20 - 25,flexible,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
27136458771120,VA,trailer,FALSE,Keystone,Outback,2007,25 - 30,moderate,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27137320632960,MN,trailer,FALSE,Other,Other,2018,15 - 20,flexible,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27142122434640,WI,c,TRUE,Forest River,Other,2006,25 - 30,moderate,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27142491804000,CO,trailer,FALSE,Forest River,Other,2021,10 - 15,flexible,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
27147786098160,TN,camper-van,TRUE,Dodge,Other,2018,15 - 20,moderate,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27148524836880,UT,c,TRUE,Thor Motor Coach,Four Winds Majestic,2013,25 - 30,moderate,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27149017329360,OH,trailer,FALSE,Other,Other,2021,15 - 20,flexible,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27149509821840,CA,folding-trailer,FALSE,A Liner,A Liner Popup Trailer,2021,15 - 20,moderate,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
27153449761680,AK,c,TRUE,Jayco,Melbourne,2008,30 - 35,flexible,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27155665977840,KY,camper-van,TRUE,Nissan,NV200,2015,10 - 15,flexible,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27169209521040,WI,a,TRUE,Safari,Safari,1989,>= 40,flexible,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27173149460880,OR,trailer,FALSE,Travel Lite,Other,2020,30 - 35,flexible,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27175119430800,WI,a,TRUE,Other,Other,2001,35 - 40,moderate,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27183245556720,OH,c,TRUE,Entegra Coach,Other,2020,25 - 30,flexible,4,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
27184476787920,NC,a,TRUE,Itasca,Sunstar,2013,35 - 40,moderate,8,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27187924235280,HI,camper-van,TRUE,Chevrolet,HHR,2006,15 - 20,flexible,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27193834145040,NV,c,TRUE,Thor Motor Coach,Four Winds,2020,25 - 30,strict,8,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27208608919440,MS,truck-camper,FALSE,Forest River,Salem,2018,25 - 30,strict,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27216611922240,PA,trailer,FALSE,Airstream,Base Camp,2021,15 - 20,moderate,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27218951261520,AZ,b,TRUE,Dodge pro master chassis,THOR RIZE,2021,15 - 20,flexible,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
27219074384640,NC,trailer,FALSE,Mission Overland,The Summit,2021,15 - 20,moderate,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
27225723033120,TX,fifth-wheel,FALSE,Keystone,Montana,2019,>= 40,moderate,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27232248558480,NJ,camper-van,TRUE,Ram,Promaster,2019,20 - 25,moderate,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27233479789680,VT,camper-van,TRUE,Ford,Custom Transit,2017,15 - 20,flexible,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
27234587897760,CA,b,TRUE,Roadtrek,190 Versatile,1994,15 - 20,flexible,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
27237050360160,CO,trailer,FALSE,Other,Other,2021,10 - 15,moderate,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27237542852640,OH,trailer,FALSE,Forest River,Wildwood,2021,20 - 25,flexible,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27239020330080,AK,truck-camper,FALSE,Toyota,Tacoma,2021,15 - 20,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27250470780240,FL,trailer,FALSE,Coachmen,Viking,2021,20 - 25,flexible,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27267338647680,KY,trailer,FALSE,Grand Design,Imagine,2018,30 - 35,moderate,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27281497806480,FL,camper-van,TRUE,Mercedes-Benz,Sprinter,2019,20 - 25,strict,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
27282359668320,OH,trailer,FALSE,K-Z Manufacturing,Other,2017,25 - 30,flexible,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27292578887280,OR,a,TRUE,Jayco,Alante,2020,30 - 35,moderate,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27313140448320,CA,c,TRUE,Other,Chateau,2020,25 - 30,flexible,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27330870177600,WA,camper-van,TRUE,Winnebago,Other,2021,20 - 25,flexible,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27337765072320,ID,a,TRUE,Jayco,Precept,2016,30 - 35,strict,9,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27355741047840,WY,trailer,FALSE,Other,Sunset Trail,2021,20 - 25,flexible,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27358942248960,NC,c,TRUE,Other,Other,2019,30 - 35,strict,8,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27367314621120,CA,trailer,FALSE,Forest River,Other,2021,35 - 40,flexible,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27367560867360,CA,trailer,FALSE,Dutchmen,Kodiak,2021,25 - 30,flexible,10,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27374332638960,KS,trailer,FALSE,Forest River,Salem,2021,30 - 35,flexible,8,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27375194500800,UT,c,TRUE,Coachmen,Freelander,2014,30 - 35,moderate,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27378641948160,FL,c,TRUE,Forest River,Other,2021,30 - 35,flexible,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27380242548720,TX,trailer,FALSE,Little Guy,Other,2015,10 - 15,flexible,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
27383074380480,MI,c,TRUE,Thor Motor Coach,Other,2021,25 - 30,moderate,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27384674981040,IL,c,TRUE,Coleman,Other,2021,30 - 35,moderate,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27386152458480,OR,trailer,FALSE,Airstream,Other,2021,20 - 25,flexible,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27388738044000,HI,truck-camper,FALSE,Custom,Camper,2017,15 - 20,moderate,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27395386692480,NV,trailer,FALSE,Heartland,North Trail,2021,30 - 35,flexible,8,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27401419725360,MI,camper-van,TRUE,Dodge,B Van,2020,15 - 20,flexible,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
27401789094720,OH,trailer,FALSE,Keystone,Springdale,2017,20 - 25,moderate,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27403512818400,AB,camper-van,TRUE,Winnebago,Revel,2021,0 - 5,moderate,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27405359665200,AZ,c,TRUE,Thor Motor Coach,Freedom Elite,2014,30 - 35,flexible,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27406221527040,KY,trailer,FALSE,Other,Other,2011,35 - 40,flexible,8,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27410900205600,MN,trailer,FALSE,Airstream,Caravel,2021,15 - 20,moderate,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
27412747052400,PA,c,TRUE,Forest River,Sunseeker,2021,30 - 35,flexible,8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27413485791120,OR,c,TRUE,Augusta Rv,Other,2015,30 - 35,flexible,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27422473778880,WA,b,TRUE,Other,Other,2021,20 - 25,moderate,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
27436756060800,NY,camper-van,TRUE,Ford,Ford E350,2012,20 - 25,moderate,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
27450668973360,PA,c,TRUE,Jayco,Escapade,2004,20 - 25,flexible,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27462119423520,OR,trailer,FALSE,Venture,Sonic,2021,25 - 30,flexible,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27467413717680,NM,trailer,FALSE,Other,Other,2020,15 - 20,flexible,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27469383687600,AZ,camper-van,TRUE,Ford,Other,2000,15 - 20,strict,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27469999303200,OR,a,TRUE,Other,A.C.E,2017,30 - 35,flexible,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27475416720480,TX,folding-trailer,FALSE,K-Z Manufacturing,OP4,2021,15 - 20,moderate,6,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
27476032336080,TX,trailer,FALSE,Keystone,Hideout,2021,20 - 25,flexible,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27483419723280,CA,b,TRUE,Other,Other,2019,15 - 20,flexible,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
27487236540000,MO,a,TRUE,Winnebago,Other,2019,30 - 35,flexible,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27492777080400,NC,c,TRUE,Nexus,Viper,2016,25 - 30,moderate,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27498933236400,GA,a,TRUE,Other,Other,2021,30 - 35,flexible,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27499179482640,CA,trailer,FALSE,Heartland,IM32,2020,35 - 40,moderate,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27500164467600,CA,camper-van,TRUE,Mercedes-Benz,Sprinter,2020,20 - 25,moderate,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
27500656960080,CA,trailer,FALSE,Forest River,Wildwood X-Lite,2020,30 - 35,flexible,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27503242545600,CO,toy-hauler,FALSE,Pace American,Journey,2021,20 - 25,flexible,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27506197500480,GA,a,TRUE,Entegra Coach,Vison 29F,2021,30 - 35,strict,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27508044347280,TX,c,TRUE,Winnebago,Minnie Winnie,2016,20 - 25,moderate,6,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
27510629932800,MI,trailer,FALSE,Other,Other,2007,20 - 25,flexible,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27511738040880,OR,b,TRUE,Ford,Coachman,2019,20 - 25,flexible,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27513461764560,OH,trailer,FALSE,Dutchmen,Aerolite,2014,30 - 35,flexible,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
27536608911120,AL,trailer,FALSE,Keystone,Passport,2018,30 - 35,flexible,10,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
27544858160160,UT,b,TRUE,Ford,Transit VH LWB Mid-Roof,2016,20 - 25,moderate,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27545843145120,CA,a,TRUE,Fleetwood,Pace Arrow,2021,35 - 40,moderate,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
27546828130080,CA,b,TRUE,Airstream,Interstate,2017,15 - 20,flexible,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
